"Ligand"	"V-OH2"	"S"	"R-OH2"	"G-OH2"	"W1-OH2"	"W2-OH2"	"W3-OH2"	"W4-OH2"	"W5-OH2"	"W6-OH2"	"W7-OH2"	"W8-OH2"	"BV11-OH2"	"BV21-OH2"	"BV31-OH2 "	"BV12-OH2 "	"BV22-OH2 "	"BV32-OH2 "	"Iw1-OH2 "	"Iw2-OH2 "	"Iw3-OH2 "	"Iw4-OH2"	"Iw5-OH2"	"Iw6-OH2"	"Iw7-OH2"	"Iw8-OH2"	"Cw1-OH2"	"Cw2-OH2"	"Cw3-OH2"	"Cw4-OH2"	"Cw5-OH2"	"Cw6-OH2"	"Cw7-OH2"	"Emin1-OH2"	"Emin2-OH2 "	"Emin3-OH2 "	"D12-OH2"	"D13-OH2"	"D23-OH2"	"D1-DRY"	"D2-DRY"	"D3-DRY"	"D4-DRY"	"D5-DRY"	"D6-DRY"	"D7-DRY"	"D8-DRY"	"BV11-DRY"	"BV21-DRY"	"BV31-DRY"	"BV12-DRY"	"BV22-DRY"	"BV32-DRY"	"ID1-DRY"	"ID2-DRY"	"ID3-DRY"	"ID4-DRY"	"ID5-DRY"	"ID6-DRY"	"ID7-DRY"	"ID8-DRY"	"Emin1-DRYs"	"Emin2-DRY"	"Emin3-DRY"	"D12-DRY"	"D13-DRY"	"D23-DRY"	"HL1"	"HL2"	"A"	"CP"	"W1-O"	"W2-O"	"W3-O"	"W4-O"	"W5-O"	"W6-O"	"W7-O"	"HB1-O"	"HB2-O"	"HB3-O"	"HB4-O"	"HB5-O"	"HB6-O"	"HB7-O"	"HB8-O"	"W1-BOTH"	"W2-BOTH"	"W3-BOTH"	"W4-BOTH"	"W5-BOTH"	"W1-O::"	"W2-O::"	"W3-O::"	"W4-O::"	"W5-O::"	"W6-O::"	"W7-O::"	"W8-O::"	"HB1-O::"	"HB2-O::"	"HB3-O::"	"HB4-O::"	"HB5-O::"	"HB6-O::"	"HB7-O::"	"HB8-O::"	"POL"	"Elon"	"EEFR"	"DIFF"	"Volsurf_LogP"	"MW"	"W1-N1"	"W2-N1"	"W3-N1"	"W4-N1"	"W5-N1"	"W6-N1"	"W7-N1"	"W8-N1"	"W1-N:="	"W2-N:="	"W3-N:="	"W4-N:="	"W5-N:="	"W6-N:="	"W7-N:="	"W8-N:="	"W1-N3+"	"W2-N3+"	"W3-N3+"	"W1-O-"	"W2-O-"	"W3-O-"
"smallMol_70"	"998.75"	"630.61"	21186	17899	"1314.75"	657	"316.5"	"117.25"	57	"25.75"	7	"0.88"	"83.5"	"80.62"	"54.38"	"17.38"	"16.62"	22859	"0.06"	"0.12"	"0.23"	"0.4"	"0.52"	"0.61"	"0.67"	"0.7"	40027	39904	"0.5"	"0.19"	"0.09"	"0.04"	"0.01"	18050	47270	23863	29068	39879	39855	"304.75"	"122.62"	"63.62"	"34.25"	"18.88"	14	22890	27546	"24.75"	39938	40151	45931	27395	22647	"17.13"	"31.71"	"41.16"	"61.98"	"81.63"	"96.44"	"121.14"	"160.55"	23774	19025	39966	21337	44470	46966	"0.9"	"0.75"	41760	28126	"1142.25"	"492.12"	"165.25"	"48.12"	"15.75"	3	0	"172.5"	"164.88"	"151.25"	"69.12"	"41.25"	"22.75"	7	"0.88"	45931	45689	"0.75"	"0.25"	"0.12"	"1686.12"	948	"421.25"	"96.25"	"29.25"	9	1	0	"-371.38"	-291	"-104.75"	21	"27.75"	"16.75"	6	"0.88"	"51.89"	12389	42005	"0.41"	42125	"467.65"	"1184.25"	"738.75"	394	"168.38"	93	47	"17.5"	"1.38"	"1196.88"	"629.38"	"233.62"	"37.5"	10	"4.12"	"0.75"	0	"180.12"	"39.12"	0	"58.12"	"2.88"	0
"smallMol_71"	"516.88"	"378.51"	13516	12420	1115	"810.62"	"443.12"	"186.38"	"61.62"	0	0	0	"102.38"	102	100	"15.38"	"14.75"	"14.62"	0	0	0	"0.01"	"0.02"	0	0	0	34731	41671	42736	"0.49"	"0.16"	0	0	34394	32203	32203	39935	15615	34578	"76.12"	"39.75"	"20.25"	14093	32143	"0.75"	0	0	14093	39940	40149	"0.88"	"0.88"	"0.12"	24473	20486	14305	25416	28338	17199	0	0	12420	46023	"0.94"	39881	41913	39934	39906	0	"0.14"	40062	"818.25"	"283.75"	45931	0	0	0	0	"296.75"	"526.88"	"432.88"	"186.38"	"61.62"	0	0	0	40154	45658	"0.38"	0	0	"1294.12"	"685.88"	"291.12"	32417	0	0	0	0	"-179.12"	"124.75"	152	"175.5"	"61.62"	0	0	0	"21.61"	43586	25204	"0.7"	30713	"246.3"	"1335.5"	"881.25"	"486.38"	"215.88"	"118.25"	"60.62"	"18.88"	"1.12"	"1329.88"	"774.12"	"350.12"	"91.75"	"35.5"	"13.75"	"3.62"	"0.75"	"210.38"	"45.38"	"0.62"	"99.25"	"9.25"	"0.25"
"smallMol_72"	"735.12"	"475.26"	20090	12055	"1054.62"	"497.38"	"189.12"	"66.12"	40176	27668	40149	"0.38"	"102.38"	"73.88"	32174	17	40159	0	"0.07"	"0.16"	"0.38"	"0.63"	"0.81"	"0.91"	"0.9"	"0.85"	44593	39934	"0.4"	"0.14"	"0.06"	"0.02"	0	39970	18749	19725	35947	16224	21337	"288.62"	"128.75"	"54.75"	25	40158	8	22737	3	"16.62"	22737	13971	40152	27395	"0.62"	"16.29"	"22.95"	"37.05"	"51.46"	"62.34"	"68.42"	"122.2"	"168.77"	33270	21217	17899	44562	21367	25416	"0.53"	"0.43"	15128	16834	"913.38"	"394.25"	"148.5"	"48.25"	"18.88"	13971	0	"141.25"	"103.12"	"40.62"	"17.88"	45931	14032	40149	"0.38"	40154	2	"0.38"	0	0	"1344.62"	"765.88"	"330.62"	"80.88"	"31.88"	14215	32174	"0.38"	-290	"-268.5"	"-141.5"	"-14.75"	"-2.75"	"-1.62"	"-0.75"	0	"37.61"	"16.13"	39934	"0.57"	46844	"327.47"	"1198.12"	"665.62"	"344.25"	150	"77.12"	"35.25"	"11.62"	1	"1249.12"	"672.38"	"292.5"	"71.5"	"26.75"	11	"3.62"	"0.25"	"155.38"	"29.5"	"0.62"	"76.5"	"8.88"	0
"smallMol_73"	"434.38"	"317.49"	13516	44562	"861.38"	"616.5"	"376.25"	150	"77.88"	"39.12"	"13.62"	"0.88"	121	"120.75"	"102.5"	"30.38"	"28.88"	"18.62"	"0.08"	"0.13"	"0.19"	"0.33"	"0.45"	"0.54"	"0.79"	27030	25965	34335	43466	"0.47"	"0.25"	"0.12"	"0.04"	45078	40000	34820	43344	39939	12693	"121.88"	"62.38"	"52.38"	"45.38"	"36.12"	"29.25"	40169	"17.62"	"36.5"	40161	27395	40176	32295	"0.12"	"17.79"	"19.24"	"17.84"	"15.16"	16224	24685	14124	29190	34001	33635	29618	39909	21186	11841	17899	"0.86"	35065	20546	"591.88"	166	27	0	0	0	0	"269.5"	"450.5"	"349.25"	150	"77.88"	"39.12"	"13.62"	"0.88"	7	45717	40148	"0.12"	0	"967.5"	"487.12"	"168.62"	29	0	0	0	0	"-106.12"	"129.38"	"207.62"	121	"77.88"	"39.12"	"13.62"	"0.88"	"18.67"	24289	1	"0.62"	"0.46"	"194.19"	1312	791	451	"180.88"	"76.88"	"38.25"	"11.38"	"0.5"	"1387.12"	709	"245.62"	"26.62"	"0.62"	0	0	0	"204.62"	34	0	"55.25"	0	0
"smallMol_74"	480	"335.42"	15707	39845	"930.88"	"662.12"	"369.5"	"145.88"	"79.62"	44	17	40149	132	"108.5"	75	"37.25"	"30.38"	12	"0.16"	"0.23"	"0.41"	"0.86"	39814	46388	14977	24108	28522	35431	39814	"0.43"	"0.24"	"0.13"	"0.05"	17685	13302	45047	45108	31778	39970	"100.38"	"40.75"	"17.88"	27607	14032	32234	45717	27426	22951	39936	40148	6	"0.25"	"0.12"	"25.47"	"40.43"	"37.1"	"41.73"	"34.32"	"33.14"	"30.15"	"34.63"	30348	40149	39996	40001	27546	44562	16528	39877	46844	"0.52"	"738.88"	"384.62"	"148.5"	"19.25"	39938	1	0	192	"277.5"	221	"126.62"	"74.12"	43	17	40149	32295	2	"0.38"	"0.12"	0	"1084.38"	"633.88"	"304.25"	"63.5"	45901	32143	0	0	"-153.5"	"28.25"	"65.25"	"82.38"	"70.38"	"42.12"	17	40149	"21.22"	19176	44927	"0.79"	"0.84"	"217.29"	"1516.25"	"1124.25"	"772.62"	"387.38"	215	106	"31.25"	"1.12"	"1475.12"	"840.88"	"374.5"	"129.38"	"64.25"	"28.75"	"5.62"	"0.25"	"368.88"	"87.12"	"6.38"	"119.88"	"22.12"	"1.25"
"smallMol_75"	"753.38"	"521.66"	16072	17899	"1413.62"	"1050.12"	"686.25"	"350.75"	"209.25"	"113.38"	50	14154	"127.88"	127	"117.12"	"46.38"	"43.38"	"38.5"	"0.01"	"0.02"	"0.02"	"0.03"	"0.04"	"0.07"	"0.16"	"0.3"	25965	39815	11689	"0.67"	"0.4"	"0.22"	"0.1"	24289	40031	22433	27120	43252	39937	"145.88"	"61.5"	39952	45901	32264	39936	13912	27395	39942	45717	40150	32143	32143	22647	"26.87"	"60.66"	"44.86"	"52.04"	"67.57"	"68.91"	"78.22"	"56.68"	41671	40027	31778	31717	14977	22586	26938	46357	42767	"0.22"	"1080.75"	"496.12"	"200.12"	"75.12"	40178	9	40148	"332.88"	554	"486.12"	"275.62"	"178.12"	"104.38"	"48.88"	32387	32478	45809	39936	22647	"0.38"	"1557.25"	914	"423.5"	"127.88"	"51.75"	"21.88"	27576	45717	"-143.62"	"136.12"	"262.75"	"222.88"	"157.5"	"91.5"	"42.25"	40154	"35.18"	"15.18"	39814	"0.52"	"-0.07"	"378.4"	"1184.25"	"666.5"	"382.88"	153	"71.62"	"29.75"	"11.5"	1	1225	"541.38"	"139.38"	4	0	0	0	0	"164.38"	"25.5"	"0.12"	"14.12"	0	0
"smallMol_76"	"472.88"	"357.96"	11689	12785	"915.75"	"529.25"	"305.88"	"117.12"	"50.62"	"22.25"	27607	"0.5"	"129.88"	"84.75"	"73.5"	"32.25"	"14.38"	4	"0.02"	"0.04"	"0.08"	"0.15"	"0.43"	"0.76"	40118	28126	20486	17533	"0.85"	"0.33"	"0.14"	"0.06"	"0.02"	42887	32629	15766	40003	39973	17258	"236.38"	"95.25"	"58.5"	30	20	"16.38"	22920	9	40175	"16.62"	40160	"18.62"	1	"0.38"	22372	40001	47058	34425	42979	17868	"26.61"	"34.46"	27791	20821	20821	21186	39934	40148	"0.87"	"0.74"	33970	46966	685	"213.38"	"35.12"	"0.75"	0	0	0	"230.75"	"315.88"	"270.75"	"116.38"	"50.62"	"22.25"	27607	"0.5"	39945	5	39934	"0.88"	0	"1103.25"	"568.38"	"211.38"	24	40148	0	0	0	"-187.5"	"-39.12"	"94.5"	"93.12"	"49.5"	"22.25"	27607	"0.5"	"17.83"	46569	43101	"0.49"	39874	"214.05"	"1055.88"	"561.62"	"298.38"	"118.5"	"51.5"	"24.5"	"6.25"	0	"1133.62"	"603.88"	"262.88"	"95.12"	"40.88"	"15.75"	"2.5"	0	"125.5"	17	0	"77.88"	"8.12"	0
"smallMol_77"	"769.62"	"533.45"	16072	18629	"1661.25"	"1413.38"	"959.12"	"486.38"	"275.38"	"141.62"	"64.88"	"19.88"	"119.12"	"106.75"	"100.88"	41	"35.62"	"35.5"	"0.05"	"0.06"	"0.09"	"0.17"	"0.23"	"0.29"	"0.39"	"0.79"	40120	23774	40026	"0.91"	"0.52"	"0.27"	"0.12"	34213	39880	26085	21186	"13.61"	"13.16"	"50.12"	33	22	27699	40154	40152	40151	13912	"13.62"	27546	22647	39937	39935	"0.12"	"49.74"	"66.7"	"86.79"	"128.11"	"169.94"	"193.38"	"211.2"	"237.21"	13181	19725	45292	20121	35278	23651	19329	39945	27851	"0.11"	"1339.75"	"847.75"	"419.88"	"154.62"	"73.38"	"34.5"	22981	"321.5"	"565.62"	"539.25"	"331.75"	202	"107.12"	"52.25"	"16.25"	40168	32387	40151	27395	"0.75"	"1898.12"	"1197.5"	739	"280.62"	"119.88"	"61.75"	40177	40160	"-236.88"	"215.88"	"220.12"	"205.75"	"155.5"	"79.88"	"34.75"	27546	"37.53"	25538	43101	"0.37"	"-2.79"	"466.41"	"1437.62"	"967.25"	"574.75"	"268.75"	"119.38"	"38.25"	"8.38"	"0.12"	"1435.38"	845	"423.5"	"137.12"	"49.62"	"19.88"	"5.75"	1	"320.25"	"48.88"	"1.25"	"136.75"	"13.88"	"0.75"
"smallMol_78"	"882.12"	"558.91"	21186	14977	"1259.12"	"709.88"	"335.88"	"131.62"	"60.25"	"26.25"	40158	32203	"86.38"	"80.38"	"66.5"	39959	11	39941	"0.01"	"0.03"	"0.06"	"0.14"	"0.25"	"0.47"	"0.74"	"0.88"	45689	46388	"0.6"	"0.24"	"0.11"	"0.05"	"0.02"	32356	17319	12510	39966	28672	30834	"260.75"	"141.75"	"64.38"	"35.38"	"19.25"	"14.62"	40157	27607	35	"17.62"	27576	32387	27485	40151	"26.23"	"41.66"	"65.71"	"99.81"	"137.85"	"161.41"	"195.83"	"200.9"	26330	25965	24504	40148	25235	31778	"0.94"	"0.74"	12510	39814	"1043.25"	"435.62"	"133.62"	"48.75"	"21.62"	8	27395	"215.88"	"274.25"	"202.25"	"82.88"	"38.62"	"18.25"	14124	13940	"20.62"	40155	3	40148	"0.62"	"1581.88"	"890.75"	"395.5"	"86.12"	"34.62"	"15.88"	6	32143	"-322.75"	"-180.88"	"-59.62"	"45.5"	"25.62"	14154	40152	2	"45.37"	40039	44197	"0.34"	47178	"406.48"	"1464.12"	"889.12"	"558.5"	"229.12"	"102.5"	"40.12"	"14.62"	"1.75"	"1493.38"	"764.25"	"317.12"	"70.38"	"24.62"	"11.12"	"5.12"	"1.12"	"248.88"	"29.38"	"0.38"	"87.75"	"10.12"	"0.75"
"smallMol_79"	"710.5"	"499.7"	15342	17533	1458	"1113.25"	"708.5"	"335.88"	"187.62"	"97.38"	"39.5"	27668	"168.88"	"122.38"	98	43	"41.88"	"39.5"	"0.09"	"0.12"	"0.19"	"0.34"	"0.5"	"0.68"	"0.9"	"0.99"	33635	44958	15342	"0.67"	"0.38"	"0.19"	"0.08"	17746	36312	32295	21186	45108	39879	"118.62"	"60.25"	"30.88"	"18.75"	27729	27607	32264	39936	14215	45962	27485	22767	32203	40149	"21.53"	"30.91"	"38.02"	"51.35"	"58.02"	"68.51"	"75.46"	"71.43"	11355	42036	41306	39851	27364	28672	40031	43586	20149	"0.49"	"1194.62"	"718.88"	"354.12"	"138.5"	"61.88"	"21.62"	27426	"263.38"	"394.38"	"354.38"	"197.38"	"125.75"	"75.75"	"36.75"	39943	"23.88"	14154	32234	22678	13881	"1632.38"	"1052.12"	"599.62"	215	"91.62"	"40.38"	"14.38"	32174	"-174.38"	"61.12"	"108.88"	"120.88"	96	57	40172	32325	"34.71"	18	39995	"0.44"	"0.19"	"363.39"	"1069.88"	"510.75"	"222.75"	"106.5"	"58.12"	"31.75"	"13.88"	"3.62"	"1141.5"	"512.88"	"124.88"	"21.75"	"9.25"	"4.88"	"1.88"	"0.62"	"108.25"	"28.88"	"3.12"	"23.88"	"3.38"	"0.25"
"smallMol_80"	"896.12"	"623.02"	16072	23012	"1760.88"	"1343.88"	"905.75"	"448.75"	257	"144.5"	"64.12"	"18.75"	"142.88"	"117.62"	111	"47.62"	"44.62"	"40.38"	"0.08"	"0.11"	"0.15"	"0.24"	"0.31"	"0.35"	"0.41"	"0.53"	30348	42401	16438	"0.72"	"0.41"	"0.23"	"0.1"	42979	35247	15158	24716	39881	21186	"192.12"	102	55	36	"26.62"	"21.38"	"17.38"	"13.88"	21	40156	39940	14032	32264	22737	"23.34"	"29.86"	"18.32"	"55.07"	"92.65"	"102.34"	"110.42"	"129.12"	39906	39847	33635	11994	12571	"13.32"	24563	39817	33970	39995	1387	679	"252.75"	"91.5"	45	40165	39938	"373.88"	"664.88"	653	"357.25"	212	"126.38"	"58.62"	40165	"34.25"	"16.25"	45870	4	45658	2049	"1186.25"	"605.5"	"175.12"	72	"33.75"	"15.75"	40154	"-288.12"	"157.62"	"300.25"	"273.62"	185	"110.75"	"48.38"	22951	"43.42"	"22.85"	39965	"0.34"	"-0.57"	"462.51"	"1427.5"	"752.88"	"378.88"	144	"68.38"	"28.88"	"7.62"	"0.38"	"1522.12"	"833.25"	"372.12"	"100.12"	"37.12"	"13.25"	"2.25"	0	"156.75"	"27.25"	"1.62"	"91.25"	"7.38"	0
"smallMol_81"	"875.25"	"615.2"	15342	23377	"1845.62"	"1466.88"	"956.62"	"456.25"	"249.38"	"133.25"	"57.5"	"17.75"	"160.5"	"118.75"	"99.88"	"47.12"	"44.12"	"40.25"	"0.06"	"0.09"	"0.13"	"0.24"	"0.36"	"0.48"	"0.65"	"0.81"	3	13912	20090	"0.74"	"0.41"	"0.22"	"0.09"	12663	39880	30468	13028	45170	15888	"128.88"	"78.12"	"44.75"	26	"19.75"	27729	45962	45870	14124	45870	14032	39937	4	45717	"28.48"	"39.35"	"79.8"	"118.65"	"140.57"	"196.01"	"209.24"	"265.65"	20852	17930	40119	44713	13302	40148	20941	40152	28550	"0.29"	"1507.12"	"910.38"	"408.12"	"155.75"	"72.5"	"27.62"	32264	"338.5"	"556.5"	"548.5"	"300.5"	"176.88"	"105.62"	"51.62"	"17.62"	"36.12"	17	32356	45748	40149	"2063.75"	"1331.75"	"775.38"	"254.5"	"107.62"	"50.5"	"20.75"	32295	"-218.12"	"135.12"	"181.25"	"201.75"	"141.75"	"82.75"	"36.75"	32417	"43.65"	"24.38"	39965	"0.3"	"-0.48"	"462.51"	"1169.5"	"913.25"	"551.62"	"220.12"	"75.5"	"1.12"	0	0	"1178.25"	"587.75"	"187.75"	"0.88"	0	0	0	0	"233.62"	"3.38"	0	11	0	0
"smallMol_82"	"834.25"	"589.63"	14977	22282	"1783.88"	"1486.75"	1024	"482.62"	"272.12"	"144.25"	58	27699	"120.5"	"119.62"	"100.25"	"47.38"	"41.12"	"33.62"	"0.09"	"0.12"	"0.16"	"0.31"	"0.4"	"0.45"	"0.48"	"0.78"	39875	19025	27030	"0.82"	"0.46"	"0.24"	"0.1"	30164	30498	23529	14489	39966	22555	"111.62"	"56.5"	"41.88"	"30.88"	39956	39951	"15.88"	14215	40156	22828	14062	39938	45778	13940	"25.95"	40054	"36.09"	"38.46"	"43.98"	"44.5"	"49.43"	"57.59"	20121	19756	36161	"16.81"	"16.76"	40148	39939	24563	11749	"0.66"	1332	"591.5"	"173.62"	"51.62"	39955	39942	3	"451.88"	"895.25"	"850.38"	431	"249.62"	"134.75"	55	14185	"42.62"	39953	27638	22737	2	"1989.12"	"1143.38"	"563.5"	"134.12"	"47.75"	22	45931	45778	"-205.25"	"343.38"	"460.5"	"348.5"	"224.38"	"122.25"	"47.75"	39939	"40.59"	"24.13"	39934	"0.26"	-1	"454.52"	"1132.62"	557	"198.5"	"71.25"	"32.12"	"13.88"	"2.88"	"0.25"	"1239.5"	"683.75"	"270.75"	"85.12"	"36.5"	"15.38"	"3.5"	"0.5"	"74.25"	"10.38"	"0.25"	"76.12"	10	"0.25"
"smallMol_83"	"924.62"	"620.38"	17899	20821	"1655.88"	"1169.38"	"725.88"	318	"176.88"	"98.25"	"43.88"	40159	107	"97.88"	"87.62"	36	"30.62"	26	"0.07"	"0.11"	"0.17"	"0.32"	"0.43"	"0.52"	"0.61"	"0.77"	24504	32143	42736	"0.51"	"0.29"	"0.16"	"0.07"	13363	31929	28642	34394	19146	42430	"161.12"	71	38	40172	39951	40160	22920	39941	"24.88"	39940	32203	13	39937	"0.88"	"27.15"	"31.93"	"54.04"	"69.22"	"81.66"	"110.91"	"129.03"	"131.7"	39996	24869	46784	15493	47331	20121	23833	33298	25263	"0.47"	"2210.38"	"932.5"	316	"84.5"	"32.5"	40158	22678	"-554.5"	"236.88"	"409.88"	"233.5"	"144.38"	"87.12"	"41.25"	40159	"34.38"	40164	32295	32174	"0.75"	"4585.75"	"1675.75"	"838.25"	"221.62"	"71.62"	"28.38"	22890	40149	"-2929.88"	"-506.38"	"-112.38"	"96.38"	"105.25"	"69.88"	"34.25"	10	"45.69"	"19.78"	40026	"0.4"	"-0.28"	"481.58"	"908.75"	"655.12"	"459.38"	191	97	"45.38"	"14.25"	0	"879.38"	"404.38"	"114.88"	"9.12"	0	0	0	0	"198.12"	"29.88"	0	"28.5"	0	0
"smallMol_84"	"737.75"	"522.44"	14977	18994	"1492.12"	"1143.88"	"735.75"	"328.88"	"186.25"	"103.88"	"46.38"	27729	"121.12"	98	"93.38"	40	"35.62"	"26.38"	"0.06"	"0.09"	"0.14"	"0.31"	"0.42"	"0.54"	"0.61"	"0.69"	31444	43497	14977	"0.63"	"0.36"	"0.2"	"0.09"	27607	40032	39851	31778	19784	31778	136	"56.38"	"40.5"	"26.62"	"20.62"	"15.88"	32448	45870	39962	45839	39936	"14.62"	13971	22647	"17.33"	"36.04"	44	"53.76"	"60.02"	"70.55"	"78.12"	"87.09"	24504	18660	46054	"0.71"	26665	12816	39968	40059	15401	"0.63"	"1171.38"	"601.38"	"238.38"	"74.12"	39964	39944	3	"320.75"	"542.5"	"497.38"	"254.75"	"154.75"	"92.38"	"43.38"	27729	"37.75"	"16.38"	27576	13940	32143	"1680.12"	"1013.12"	"530.38"	"156.88"	"52.75"	23	45870	13912	-188	"130.75"	"205.38"	172	"133.5"	"80.88"	"38.12"	14154	"36.12"	"16.13"	39934	"0.6"	"-0.5"	"397.44"	"993.75"	"730.12"	"433.25"	"169.88"	92	"44.88"	"14.5"	"0.5"	"973.75"	"601.38"	"273.12"	"57.25"	"11.5"	"3.5"	"0.25"	0	"168.38"	"35.25"	0	"58.25"	"1.12"	0
"smallMol_85"	"814.25"	"563.94"	16072	20090	"1692.88"	"1343.38"	884	"424.38"	"239.5"	"130.5"	"54.25"	27699	"116.5"	"101.38"	"100.38"	"39.12"	"38.62"	39963	"0.05"	"0.07"	"0.1"	"0.14"	"0.16"	"0.16"	"0.17"	"0.2"	3	13912	20821	"0.75"	"0.42"	"0.23"	"0.1"	24289	34851	19876	30834	35096	17654	"129.12"	"59.5"	"38.62"	"24.38"	40162	39944	39939	45748	40164	39944	39938	22859	13912	45689	"34.39"	"34.01"	"38.24"	"36.25"	"47.44"	"50.65"	"54.58"	"63.34"	15373	46054	39966	40064	39911	30834	39850	12905	11720	"0.51"	"1367.75"	"755.62"	"307.75"	"106.12"	44	"14.62"	22706	"325.12"	"587.75"	"576.25"	"318.25"	"195.5"	"115.88"	"50.62"	39944	"30.88"	40162	8	27485	40149	"1898.12"	"1188.62"	"648.25"	"202.12"	"77.75"	"33.5"	32448	13971	"-205.25"	"154.75"	"235.75"	"222.25"	"161.75"	97	"42.38"	14062	"40.03"	"18.25"	40026	"0.43"	"-0.93"	"453.46"	"1473.38"	"1112.12"	"761.25"	400	"224.75"	"119.88"	"43.12"	"4.25"	"1418.88"	"826.75"	"366.88"	"122.62"	"51.88"	"22.25"	"5.75"	"1.38"	"393.25"	99	"2.12"	"122.62"	"19.38"	"2.75"
"smallMol_86"	"845.62"	"556.14"	18994	16803	"1644.62"	"1292.62"	"863.62"	"426.88"	"246.25"	"135.5"	"56.12"	40159	"117.5"	"113.5"	"89.62"	"40.88"	"29.38"	"27.88"	"0.05"	"0.07"	"0.1"	"0.14"	"0.2"	"0.25"	"0.26"	"0.36"	35096	11720	20090	"0.77"	"0.44"	"0.24"	"0.1"	45870	27211	34486	39970	27120	39999	"154.5"	78	"58.12"	"39.75"	39959	"15.25"	32295	40152	"32.25"	32234	13971	"13.38"	40150	3	"29.48"	"50.2"	"57.64"	"62.09"	"50.27"	"51.65"	"230.38"	"293.99"	28887	28157	24504	"0.71"	44562	"0.71"	45383	15036	13210	"0.48"	"1237.38"	"564.25"	"158.62"	"51.38"	"22.25"	22890	27454	"407.25"	"728.38"	705	"375.5"	224	"125.88"	"52.38"	27668	"26.38"	10	32174	"0.75"	"0.25"	"1850.12"	"1076.88"	"548.25"	"123.25"	"42.38"	40166	40156	27485	"-205.5"	"215.75"	"315.38"	"303.62"	"203.88"	"116.38"	47	14062	"41.99"	"21.32"	39995	"0.54"	"-0.73"	"471.54"	"978.25"	"606.5"	"363.75"	"149.38"	"65.25"	29	"8.62"	"0.5"	"1000.62"	477	"137.25"	"12.38"	"0.25"	0	0	0	"147.5"	17	0	24	0	0
"smallMol_87"	"975.75"	"635.28"	19725	19725	"1809.25"	"1432.12"	"959.62"	"438.5"	"249.12"	"138.25"	"63.62"	"18.75"	97	"96.12"	"91.5"	"40.12"	"31.38"	"26.62"	"0.05"	"0.06"	"0.08"	"0.18"	"0.24"	"0.28"	"0.28"	"0.34"	31079	45689	18629	"0.69"	"0.39"	"0.22"	"0.1"	32721	42186	35217	39935	15493	17654	"118.38"	"52.12"	"35.62"	40172	19	"14.62"	22920	14062	32448	6	6	22767	4	3	"19.99"	"36.3"	"42.86"	"50.82"	"55.84"	"63.83"	"72.72"	"84.72"	19025	14277	46419	21885	14185	14977	36312	39938	45717	"0.44"	"1501.5"	"860.88"	"362.75"	"117.62"	"50.25"	19	45778	"307.75"	"571.25"	"596.88"	"320.88"	"198.88"	"119.25"	"58.38"	"17.38"	"40.25"	"16.88"	32356	40151	32143	2058	1308	"753.75"	"241.5"	"89.38"	"39.38"	39949	14062	"-248.75"	"124.12"	"205.88"	197	"159.75"	"98.88"	"47.12"	14185	"52.93"	39988	39995	"0.31"	"-0.33"	"584.68"	"1691.12"	"1351.12"	"978.75"	"502.38"	"271.38"	"131.62"	"52.62"	"7.62"	1691	"1128.62"	"687.75"	"259.25"	116	"59.62"	"25.12"	"7.62"	"505.12"	"130.62"	"12.25"	273	58	"11.12"
"smallMol_88"	"1196.75"	"789.61"	18994	27030	"2166.62"	"1660.88"	"1073.12"	"513.88"	"285.25"	"156.88"	"69.88"	"22.62"	"116.62"	"104.38"	"101.25"	"36.12"	"35.5"	"30.62"	"0.06"	"0.09"	"0.13"	"0.2"	"0.24"	"0.26"	"0.29"	"0.55"	27061	39815	13150	"0.65"	"0.36"	"0.2"	"0.09"	31321	39913	14519	21186	"0.87"	47150	"227.75"	"117.5"	"74.75"	"50.88"	"39.5"	32	40172	"21.25"	29	"17.75"	32356	40165	39939	40153	"24.16"	"28.82"	"23.67"	"20.91"	"19.45"	"20.58"	"34.32"	"45.58"	39936	39847	39996	"0.71"	"0.87"	40148	30011	40028	24869	24108	"1699.5"	"833.25"	"295.88"	"85.5"	"32.38"	10	1	"467.12"	"827.62"	"777.25"	"428.38"	"252.88"	"146.88"	"68.88"	"22.62"	"35.38"	"15.62"	40153	3	45658	"2476.25"	1467	"762.62"	"207.75"	"69.88"	"26.38"	9	27426	"-309.62"	"193.88"	"310.5"	"306.12"	"215.38"	"130.5"	"60.88"	"19.88"	"59.31"	"24.38"	39965	"0.17"	"0.19"	"645.68"	"1358.38"	"778.38"	"373.12"	"146.5"	"66.62"	"24.62"	7	"0.88"	"1447.5"	"783.62"	"308.12"	"83.12"	"39.75"	"19.25"	"7.75"	"2.12"	"166.75"	"29.5"	"5.12"	83	"14.25"	"1.5"
