"Ligand"	"V-OH2"	"S"	"R-OH2"	"G-OH2"	"W1-OH2"	"W2-OH2"	"W3-OH2"	"W4-OH2"	"W5-OH2"	"W6-OH2"	"W7-OH2"	"W8-OH2"	"BV11-OH2"	"BV21-OH2"	"BV31-OH2 "	"BV12-OH2 "	"BV22-OH2 "	"BV32-OH2 "	"Iw1-OH2 "	"Iw2-OH2 "	"Iw3-OH2 "	"Iw4-OH2"	"Iw5-OH2"	"Iw6-OH2"	"Iw7-OH2"	"Iw8-OH2"	"Cw1-OH2"	"Cw2-OH2"	"Cw3-OH2"	"Cw4-OH2"	"Cw5-OH2"	"Cw6-OH2"	"Cw7-OH2"	"Emin1-OH2"	"Emin2-OH2 "	"Emin3-OH2 "	"D12-OH2"	"D13-OH2"	"D23-OH2"	"D1-DRY"	"D2-DRY"	"D3-DRY"	"D4-DRY"	"D5-DRY"	"D6-DRY"	"D7-DRY"	"D8-DRY"	"BV11-DRY"	"BV21-DRY"	"BV31-DRY"	"BV12-DRY"	"BV22-DRY"	"BV32-DRY"	"ID1-DRY"	"ID2-DRY"	"ID3-DRY"	"ID4-DRY"	"ID5-DRY"	"ID6-DRY"	"ID7-DRY"	"ID8-DRY"	"Emin1-DRYs"	"Emin2-DRY"	"Emin3-DRY"	"D12-DRY"	"D13-DRY"	"D23-DRY"	"HL1"	"HL2"	"A"	"CP"	"W1-O"	"W2-O"	"W3-O"	"W4-O"	"W5-O"	"W6-O"	"W7-O"	"HB1-O"	"HB2-O"	"HB3-O"	"HB4-O"	"HB5-O"	"HB6-O"	"HB7-O"	"HB8-O"	"W1-BOTH"	"W2-BOTH"	"W3-BOTH"	"W4-BOTH"	"W5-BOTH"	"W1-O::"	"W2-O::"	"W3-O::"	"W4-O::"	"W5-O::"	"W6-O::"	"W7-O::"	"W8-O::"	"HB1-O::"	"HB2-O::"	"HB3-O::"	"HB4-O::"	"HB5-O::"	"HB6-O::"	"HB7-O::"	"HB8-O::"	"POL"	"Elon"	"EEFR"	"DIFF"	"Volsurf_LogP"	"MW"	"W1-N1"	"W2-N1"	"W3-N1"	"W4-N1"	"W5-N1"	"W6-N1"	"W7-N1"	"W8-N1"	"W1-N:="	"W2-N:="	"W3-N:="	"W4-N:="	"W5-N:="	"W6-N:="	"W7-N:="	"W8-N:="	"W1-N3+"	"W2-N3+"	"W3-N3+"	"W1-O-"	"W2-O-"	"W3-O-"
"smallMol_537"	"1034.88"	"711.15"	16803	26299	"1593.5"	"963.62"	"556.88"	"249.25"	"135.62"	"69.5"	"27.38"	14124	"114.62"	"113.25"	"92.38"	"32.75"	"29.25"	"22.25"	"0.04"	"0.08"	"0.13"	"0.23"	"0.31"	"0.4"	"0.63"	"0.89"	45323	13150	"0.78"	"0.35"	"0.19"	"0.1"	"0.04"	23590	23590	13302	39934	33420	32690	"334.12"	"146.12"	"77.88"	"49.62"	"30.75"	"20.75"	39949	40159	"24.75"	"22.88"	40163	27729	39942	32295	"44.62"	"66.76"	"102.66"	"131.6"	"154.47"	"167.41"	"185.39"	"180.4"	27061	26330	21217	40128	19876	20668	27030	39904	33359	"0.58"	"1280.62"	"509.38"	165	"52.25"	"19.62"	39938	"0.88"	"312.88"	"454.25"	"391.88"	197	116	64	39959	45901	"15.62"	45870	40151	2	1	"1928.62"	"1063.75"	"458.38"	"110.88"	"41.12"	"14.88"	5	13881	"-335.12"	"-100.12"	"98.5"	"138.38"	"94.5"	"54.62"	"22.38"	8	"45.43"	45870	12785	"-0.03"	44256	"461.39"	"2352.12"	"1607.12"	"952.75"	"409.38"	"192.75"	"71.25"	"20.88"	"0.38"	"2426.12"	"1589.75"	"890.25"	"333.5"	"166.62"	"75.88"	"20.25"	"1.38"	"398.25"	"71.12"	"2.75"	"294.75"	"55.12"	"1.25"
"smallMol_538"	523	"362.74"	16072	45292	"800.12"	"372.75"	"134.75"	"42.75"	19	39940	45689	0	"82.38"	40	22678	16	3	0	"0.07"	"0.18"	"0.44"	"0.83"	39814	16438	39995	0	44228	39873	"0.37"	"0.12"	"0.05"	"0.02"	"0.01"	35916	44287	16438	23924	47331	12571	238	"105.88"	65	"37.25"	"22.38"	17	27729	39941	"35.38"	"23.62"	39935	14215	45901	"0.25"	"15.81"	"27.22"	"24.69"	"29.2"	"28.19"	"37.29"	"37.02"	"50.73"	32174	28157	23774	39909	19146	"0.71"	"0.29"	"0.2"	44317	11871	657	"215.12"	"38.25"	11	45717	"0.5"	0	"143.12"	"157.62"	"96.5"	"31.75"	"15.75"	7	45689	0	45778	13881	"0.62"	"0.25"	0	"1035.38"	"551.5"	"195.62"	39953	32264	39934	0	0	"-235.25"	"-178.75"	"-60.88"	"22.25"	40160	6	45689	0	"24.72"	12328	40148	"0.56"	17227	"200.28"	1106	"899.38"	"635.38"	"315.25"	"173.12"	"81.75"	"21.38"	"0.5"	"1034.88"	"649.62"	"324.25"	"107.88"	"49.12"	"18.5"	"2.5"	0	"293.88"	"51.12"	"0.62"	"100.5"	"11.38"	0
"smallMol_539"	"1352.88"	"871.96"	20090	28856	"2014.75"	"1149.38"	"582.38"	"215.25"	89	"39.38"	40167	32295	"105.5"	"88.25"	"85.12"	"32.88"	25	45931	"0.05"	"0.1"	"0.2"	"0.35"	"0.47"	"0.56"	"0.68"	"0.77"	11355	11689	"0.67"	"0.25"	"0.1"	"0.05"	"0.02"	33786	32660	31837	42309	26665	15281	414	"223.25"	"104.5"	"54.5"	"31.75"	"24.75"	"18.38"	32448	"34.12"	"29.88"	39952	39943	39942	22828	"58.89"	"84.32"	"99.82"	"111.85"	"134.42"	"148.13"	"165.64"	"215.9"	35096	34001	23408	"0.71"	40148	40026	"0.85"	"0.72"	39853	"0.93"	"1657.38"	"588.38"	"70.38"	45931	32203	13881	0	"357.38"	561	512	205	"85.12"	38	40167	32295	"27.62"	32417	45748	45658	"0.38"	"2702.62"	"1369.88"	"570.5"	"58.12"	22890	32174	"0.62"	0	"-687.88"	"-220.5"	32448	"157.12"	"79.38"	"36.5"	39952	32295	"67.1"	"18.98"	41275	"-0.37"	39971	"609.72"	"1939.5"	"1593.75"	"1175.88"	"626.25"	"335.75"	"153.5"	"45.38"	"3.75"	"2000.38"	"1657.88"	"1182.25"	"579.25"	"292.75"	"135.88"	"42.12"	"5.25"	"593.5"	"124.38"	13	"527.25"	"111.88"	"7.38"
"smallMol_540"	"900.38"	"601.55"	39934	19725	"1279.5"	661	"358.38"	"169.88"	"96.62"	"54.5"	"23.62"	45717	"152.5"	"133.88"	"36.25"	43	"40.88"	40155	"0.01"	"0.02"	"0.03"	"0.05"	"0.07"	"0.07"	"0.1"	"0.29"	41306	39814	"0.6"	"0.28"	"0.16"	"0.09"	"0.04"	35217	16954	27881	13424	31778	39973	"320.25"	"136.12"	"57.25"	"26.75"	12	22920	22798	14001	"26.88"	"16.75"	3	32295	27485	"0.12"	"16.13"	"43.33"	"53.25"	"94.48"	"139.16"	"143.99"	"156.44"	"162.25"	23774	23774	39935	"0.71"	34790	19115	25204	39905	29618	"0.87"	"1046.62"	"411.75"	"147.12"	"62.12"	30	22951	40149	"232.88"	"249.25"	"211.25"	"107.75"	"66.62"	"42.88"	39954	45717	14093	45717	45658	"0.75"	0	"1581.75"	"870.88"	"364.75"	"91.75"	"42.62"	39953	39940	13881	"-302.25"	"-209.88"	"-6.38"	"78.12"	54	34	40163	32143	"42.7"	26969	46753	"0.29"	47178	"369.5"	"1388.62"	"798.75"	"426.75"	"153.5"	"74.38"	"36.75"	"13.5"	2	"1447.12"	"673.25"	"177.75"	"2.12"	0	0	0	0	161	"31.88"	"3.38"	"15.12"	0	0
"smallMol_541"	"2227.12"	"1392.26"	39965	43497	"2894.88"	"1748.5"	933	"366.5"	"172.38"	"76.88"	"31.75"	40159	"122.5"	"89.75"	72	"38.62"	"32.25"	"13.62"	0	"0.01"	"0.01"	"0.04"	"0.05"	"0.06"	"0.07"	"0.2"	40027	46023	"0.67"	"0.26"	"0.12"	"0.06"	"0.02"	35278	39940	34486	39970	22402	39934	"304.62"	"143.5"	"92.12"	"65.38"	"42.88"	"32.62"	"23.25"	40164	"32.25"	17	"15.88"	40165	45870	32325	"29.41"	"48.95"	"61.85"	"81.05"	"95.5"	"102.99"	"104.45"	"88.69"	27426	26330	23774	39920	19876	"21.87"	31778	43101	42795	"0.95"	"5463.88"	"1506.5"	"268.88"	40163	39935	0	0	-2569	242	"664.12"	"350.38"	"169.88"	"76.88"	"31.75"	40159	39	15	27485	22647	"0.38"	"13896.75"	"3630.75"	"1398.25"	"242.38"	"38.25"	39947	39937	39934	"-11001.88"	"-1882.25"	"-465.25"	"124.12"	"134.12"	"62.38"	"27.25"	22920	"108.02"	"18.82"	44927	"-0.31"	45809	"1035.24"	"1019.88"	"825.75"	556	"262.62"	"124.75"	"45.88"	"12.75"	0	"970.12"	"542.88"	"228.75"	44	"13.62"	"4.25"	"0.88"	0	"258.5"	"29.62"	0	"51.25"	"4.12"	0
"smallMol_542"	"826.5"	"540.4"	19360	15707	"1463.62"	"1067.88"	"687.5"	"345.75"	"190.38"	"98.88"	"40.12"	45870	"123.75"	"112.88"	"102.75"	"36.5"	35	"30.88"	"0.09"	"0.14"	"0.2"	"0.31"	"0.4"	"0.51"	"0.61"	"0.76"	25965	35796	46388	"0.64"	"0.35"	"0.18"	"0.07"	27607	28642	16589	34578	39850	28246	150	"66.88"	33	39951	14154	40155	40153	39937	"25.88"	39937	40148	9	1	"0.38"	"44.3"	"78.42"	"88.31"	"107.73"	"133.23"	"148.03"	"160.08"	"167.48"	22678	19025	19025	"0.87"	39944	19268	28246	12540	35186	"0.21"	"1271.62"	"817.75"	"427.75"	"151.25"	"56.38"	39948	1	192	"250.12"	"259.75"	"194.5"	134	"83.38"	"39.12"	45870	"13.38"	7	27426	27395	"0.5"	"1721.12"	"1110.88"	"659.88"	"251.5"	"105.88"	39	45962	1	"-257.5"	-43	"27.62"	"94.25"	"84.5"	"59.88"	"28.88"	45839	"42.61"	"16.86"	1	"0.45"	"0.78"	"444.44"	"1438.38"	"1088.12"	739	"384.5"	"205.12"	"98.5"	"39.25"	"3.75"	1392	"788.62"	"380.5"	"123.25"	"59.75"	"28.75"	"10.62"	"2.12"	"398.5"	"85.5"	"2.25"	"130.25"	"26.12"	"2.88"
"smallMol_543"	802	"534.07"	39934	16438	"1360.88"	"884.5"	501	"218.12"	113	"58.12"	"21.75"	40151	"148.5"	130	"72.38"	"43.12"	"35.12"	45992	"0.09"	"0.15"	"0.23"	"0.36"	"0.44"	"0.48"	"0.5"	"0.51"	20121	24108	"0.94"	"0.41"	"0.21"	"0.11"	"0.04"	22828	39940	39819	12844	17015	42644	"249.62"	"128.62"	"69.12"	"43.88"	"29.88"	24	39950	40161	"48.25"	"14.75"	39938	"21.62"	27576	"0.5"	"34.97"	"55.07"	"68.19"	"86.77"	"106.89"	"117.5"	"139.77"	"145.68"	39816	39966	13547	30742	46478	"0.71"	23012	11689	47209	"0.89"	"1174.25"	"638.5"	"273.38"	92	"34.5"	39942	"0.25"	"186.62"	246	"227.62"	"126.12"	"78.5"	"48.62"	39954	40151	"13.75"	27485	32174	1	"0.38"	"1638.88"	"1010.12"	535	"165.38"	"60.62"	40170	14001	"0.88"	-278	"-125.62"	-34	"52.75"	"52.38"	35	"16.38"	45717	"40.49"	"17.66"	39934	"0.16"	33298	"401.85"	"1101.38"	744	"421.38"	"190.5"	"78.75"	"21.62"	"6.12"	"0.75"	"1162.88"	"692.62"	"349.38"	"88.75"	"34.25"	"15.62"	"5.5"	"0.75"	"227.38"	"27.38"	0	"103.12"	"12.75"	"0.25"
"smallMol_544"	"226.12"	"192.65"	42736	40118	"811.75"	"749.38"	"489.5"	"263.75"	"151.25"	"77.38"	"25.25"	27515	"118.12"	105	"101.25"	"38.88"	"36.5"	"31.25"	"0.07"	"0.08"	"0.11"	"0.19"	"0.29"	"0.51"	40057	22282	44287	32568	19756	13516	"0.79"	"0.4"	"0.13"	11871	44378	43617	39819	21337	"0.71"	"0.12"	0	0	0	0	0	0	0	0	0	0	0	0	0	"30.14"	0	0	0	0	0	0	0	"0.25"	"0.01"	0	39852	26543	39974	"302.5"	"154.75"	0	0	"653.88"	"546.88"	"321.5"	"146.75"	"74.75"	"34.5"	32417	"157.88"	"202.5"	168	117	"76.5"	"42.88"	"14.38"	22737	"0.12"	0	0	0	0	"753.75"	"606.88"	"397.75"	189	"100.25"	"54.12"	"24.62"	14062	58	"142.5"	"91.75"	"74.75"	51	"23.25"	"0.62"	"-1.62"	32295	31837	46023	39995	"-3.03"	126	"1122.62"	"793.62"	460	"201.5"	"71.5"	"13.38"	"2.38"	0	"1142.62"	"666.5"	"331.25"	"83.88"	"33.62"	"16.75"	5	"1.12"	"232.62"	"17.88"	0	"98.5"	"12.62"	"0.25"
"smallMol_545"	977	"649.73"	39934	21551	"1492.5"	"876.62"	"496.25"	250	"144.62"	"79.38"	"31.25"	27485	"134.12"	124	"99.5"	"40.62"	"38.5"	"26.88"	"0.05"	"0.09"	"0.14"	"0.19"	"0.24"	"0.29"	"0.42"	"0.82"	39874	12785	"0.76"	"0.38"	"0.22"	"0.12"	"0.05"	34121	20607	44348	19876	40064	19176	"324.12"	"162.12"	"70.5"	"34.12"	"15.75"	39945	14032	39937	"32.75"	22951	45748	14062	32264	"0.75"	"18.29"	"29.66"	"35.67"	"48.24"	"74.45"	"83.25"	"68.18"	"91.1"	20121	18660	45323	"0.71"	"14.82"	40039	39935	12086	24504	43466	"1234.12"	"536.62"	"191.88"	"67.62"	40173	7	0	"258.38"	340	"304.38"	"182.38"	"118.5"	"72.38"	"31.25"	27485	39938	3	45658	"0.62"	"0.38"	"1835.38"	"1038.88"	"461.88"	"117.38"	"46.38"	"18.62"	27485	0	"-342.88"	"-162.25"	"34.38"	"132.62"	"98.25"	"60.75"	39959	27485	"44.98"	39980	42370	"0.27"	33635	"435.5"	"1522.88"	"941.88"	"565.5"	"275.62"	"146.38"	"80.38"	34	"4.88"	"1539.5"	"761.62"	"221.88"	"19.5"	"0.62"	0	0	0	"303.25"	"78.38"	"6.25"	"36.38"	0	0
"smallMol_546"	"890.75"	"612.44"	16438	39965	"1742.5"	"1341.38"	845	"435.88"	"251.12"	"135.88"	"53.38"	40158	"179.75"	"145.25"	"136.38"	"46.88"	"46.38"	"44.62"	"0.03"	"0.04"	"0.07"	"0.12"	"0.16"	"0.21"	"0.41"	"0.39"	31079	43497	13881	"0.71"	"0.41"	"0.22"	"0.09"	25051	35947	24259	40031	39940	30348	148	"74.25"	"36.38"	"20.25"	27638	45809	32174	2	29	22737	39935	27576	27395	"0.12"	"19.41"	"32.59"	"72.67"	"93.38"	"95.18"	"129.49"	"119.98"	"151.96"	43132	29587	28491	44562	43252	24959	40062	26085	15797	"0.22"	"1451.62"	"932.38"	"504.5"	"220.38"	"101.62"	"38.88"	22767	"290.88"	409	"340.5"	"215.5"	"149.5"	97	"47.75"	39943	32387	45748	"0.75"	0	0	"1938.5"	"1282.88"	"735.88"	306	"154.38"	"71.62"	40171	13971	-196	"58.5"	"109.12"	"129.88"	"96.75"	"64.25"	"29.25"	27546	"41.01"	"14.67"	39845	"0.49"	"0.17"	"430.39"	"1124.5"	"731.38"	"417.75"	"182.25"	"71.38"	"15.38"	"2.5"	0	"1185.88"	"677.62"	"330.62"	"80.75"	"30.62"	"14.25"	"5.38"	"0.88"	220	"19.75"	0	"89.62"	"12.38"	"0.25"
"smallMol_547"	"568.25"	"400.85"	15342	12055	"1037.5"	"660.62"	"341.88"	"140.75"	"70.12"	31	14185	1	"136.75"	78	"64.75"	"40.5"	13	14215	"0.13"	"0.23"	"0.39"	"0.68"	39814	14977	30682	17199	21582	23743	"0.85"	"0.35"	"0.17"	"0.08"	"0.03"	19511	28611	17654	39909	45170	39936	"187.62"	"91.88"	"60.25"	"41.75"	40173	"21.88"	"16.62"	11	"33.88"	"18.25"	39937	40163	14124	"0.5"	"16.91"	"26.85"	"34.74"	"44.03"	"58.07"	"67.15"	"75.37"	"80.37"	26330	25235	20486	12571	46174	"0.71"	42370	"0.74"	42095	45689	847	434	"177.38"	"69.38"	"30.38"	45962	3	"190.5"	"226.62"	"164.5"	"71.38"	"39.75"	"19.75"	14093	1	"16.88"	22798	32174	45689	45658	"1210.88"	"731.88"	"363.75"	108	"47.38"	"21.88"	45839	40149	"-173.38"	"-71.25"	"-21.88"	"32.75"	"22.75"	40156	40151	"-1.12"	"27.47"	40007	39995	"0.5"	28856	"243.31"	"1230.38"	"760.5"	"392.62"	"155.12"	"59.12"	"15.38"	"6.25"	"1.38"	"1275.12"	"674.5"	284	55	"22.25"	"8.62"	"2.38"	0	"187.38"	"15.62"	0	"67.38"	"7.38"	0
"smallMol_548"	"944.5"	"646.76"	16803	23377	"1696.5"	"1125.75"	"661.25"	"258.5"	"119.5"	"38.88"	11	40149	"116.75"	"112.75"	"106.38"	"23.38"	23	"20.75"	"0.03"	"0.04"	"0.05"	"0.08"	"0.08"	"0.21"	"0.58"	"0.54"	22678	27030	39845	"0.4"	"0.18"	"0.06"	"0.02"	29007	24990	30072	"13.55"	43282	23346	"224.62"	"116.88"	"69.38"	"46.75"	"34.25"	39957	"19.88"	39948	"53.25"	9	45778	39962	22706	"0.88"	"27.51"	"36.49"	"58.01"	"73.98"	"86.7"	"97.03"	"109.06"	"122.15"	39936	34001	17199	"0.71"	44682	26420	26299	"0.83"	20455	40148	"1248.62"	"429.12"	"91.62"	"15.75"	7	39935	"0.38"	"447.88"	"696.62"	"569.62"	"242.75"	"112.5"	"36.38"	22920	40149	39964	32478	39937	27395	"0.25"	"1943.88"	"1034.5"	"423.62"	"79.38"	"16.25"	14032	3	"0.75"	"-247.38"	"91.25"	"237.62"	"179.12"	"103.25"	"32.5"	8	13881	"45.34"	23255	46023	"0.31"	15766	"446.91"	"1186.5"	"824.5"	"520.38"	"226.88"	"111.12"	"54.38"	"17.88"	"0.25"	"1155.38"	"622.62"	235	"52.38"	"20.12"	"6.88"	1	0	"219.38"	"38.62"	0	"57.25"	"4.38"	0
"smallMol_549"	"1113.25"	"758.28"	17168	27760	"1844.25"	"1093.75"	"615.75"	"246.5"	"121.5"	"60.75"	"24.25"	5	"126.88"	"104.75"	"84.75"	39964	40170	"20.62"	"0.02"	"0.04"	"0.06"	"0.11"	"0.14"	"0.18"	"0.21"	"0.29"	15738	16072	"0.81"	"0.33"	"0.16"	"0.08"	"0.03"	36312	27546	12206	39910	16346	21033	"388.88"	"196.25"	"112.62"	"71.62"	"47.88"	"37.25"	27	"20.62"	"98.75"	45809	40153	"47.62"	"0.12"	"0.12"	"25.73"	"52.86"	"66.52"	"85.79"	"112.54"	"124.26"	"154.58"	"153.5"	39816	35462	40027	16224	30834	22372	40026	"0.85"	27061	16438	"1444.88"	"547.12"	"121.12"	39961	10	40150	0	"399.38"	"546.62"	"494.62"	218	"111.5"	"57.62"	"24.25"	5	"33.75"	"17.38"	39940	13940	13881	"2238.38"	"1233.12"	"538.75"	"96.75"	39955	45870	22678	0	"-394.12"	"-139.38"	77	"149.75"	99	"52.5"	"21.62"	5	"56.64"	"31.79"	39904	"0.17"	47209	"493.61"	"864.25"	"420.38"	"172.12"	49	"24.38"	"11.5"	"4.25"	"0.62"	"954.5"	"508.88"	"207.38"	51	"20.75"	"8.88"	4	"0.75"	"67.62"	"8.38"	0	"51.12"	"7.5"	"0.12"
"smallMol_550"	"1012.5"	"651.35"	20090	19725	"1759.25"	"1300.62"	"806.25"	"408.88"	"233.25"	"133.75"	"55.88"	"22.25"	"153.25"	152	"151.12"	47	"45.12"	40	"0.03"	"0.05"	"0.07"	"0.1"	"0.13"	"0.15"	"0.19"	"0.44"	39996	2	45292	"0.63"	"0.36"	"0.21"	"0.09"	44835	40125	13332	17015	31898	12632	"168.25"	"66.38"	"16.75"	45901	32203	22647	"0.88"	"0.75"	6	39938	3	45689	"0.88"	"0.38"	"17.53"	40147	"43.17"	"67.72"	"87.23"	"138.76"	"154.77"	"189.05"	25235	28126	12420	23621	24016	24532	"13.93"	"14.46"	35827	"0.16"	"1481.25"	"865.62"	"426.12"	"179.5"	"82.75"	"30.62"	39938	278	435	"380.12"	"229.38"	"150.5"	"103.12"	"50.38"	40169	27729	27454	39934	"0.5"	0	"1966.75"	"1290.25"	"711.38"	"270.88"	"129.25"	"59.38"	"22.25"	6	"-207.5"	14154	"94.88"	138	104	"74.38"	"33.62"	"16.25"	"54.54"	"16.93"	39814	"0.31"	"-0.67"	"791.12"	"2261.75"	"1544.12"	"1052.75"	"523.62"	"288.25"	"151.75"	"51.88"	"5.12"	"2303.75"	1326	"635.12"	"194.75"	"89.25"	"39.25"	"10.25"	"1.25"	"509.88"	"136.38"	"16.5"	182	"25.75"	1
"smallMol_551"	"875.38"	"595.94"	17168	20455	"1854.25"	"1715.12"	"1213.62"	"681.62"	395	"210.38"	"85.5"	"29.75"	"133.38"	"125.12"	120	"41.12"	"38.25"	"36.75"	"0.01"	"0.01"	"0.02"	"0.03"	"0.04"	"0.06"	"0.2"	"0.31"	40120	32174	39905	41640	"0.66"	"0.35"	"0.14"	36069	12328	22525	"0.87"	"0.87"	26665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0.17"	"0.17"	"0.08"	28430	16742	"13.91"	790	"420.75"	0	0	"1751.25"	"1552.12"	"1020.12"	"511.75"	"262.12"	"109.88"	"22.88"	103	163	"193.5"	"169.88"	"132.88"	"100.5"	"62.62"	"24.75"	0	0	0	0	0	"1896.75"	1647	"1175.25"	"630.62"	"347.88"	"178.12"	"61.5"	40159	"-42.5"	"68.12"	"38.38"	51	"47.12"	"32.25"	24	"17.62"	"43.89"	"14.23"	42370	"0.61"	"-7.72"	"484.5"	"1475.88"	"797.38"	"417.38"	"171.38"	"89.38"	"46.12"	"17.88"	"0.75"	"1586.75"	"854.25"	"381.38"	"120.12"	"60.12"	"27.25"	"8.62"	"0.38"	"179.62"	"37.75"	"0.75"	"108.25"	"21.75"	"0.38"
"smallMol_552"	"827.38"	"574.17"	16072	20455	"1587.38"	"1096.88"	"587.62"	"249.25"	126	"59.38"	40172	32295	"141.12"	"115.12"	"80.88"	"42.88"	"34.5"	39944	"0.07"	"0.11"	"0.2"	"0.39"	"0.65"	39873	39845	39873	27791	33239	39845	"0.43"	"0.22"	"0.1"	"0.04"	45536	35247	19876	40148	13271	28976	"220.25"	"124.75"	"77.88"	"47.75"	39963	"22.38"	16	32417	"34.38"	"32.5"	5	"14.88"	"14.25"	"0.62"	"24.43"	"28.98"	"31.78"	"37.68"	"39.96"	"52.67"	"59.83"	"61.13"	24139	19391	15738	"0.87"	14032	17685	22647	45292	40152	34700	"1298.88"	"694.75"	"291.5"	"112.5"	"53.75"	"22.88"	32325	"288.5"	"402.12"	"296.12"	"136.75"	"72.25"	"36.5"	"17.25"	45748	40166	7	45689	"0.5"	0	"1863.88"	"1123.12"	"590.88"	"173.25"	77	"37.62"	"15.88"	45809	"-276.5"	"-26.25"	"-3.25"	76	49	"21.75"	45901	"0.62"	"39.17"	"15.92"	42005	"0.09"	40058	"372.42"	1614	"1027.62"	"556.62"	"221.25"	"77.75"	"8.5"	0	0	"1685.38"	"909.12"	"393.12"	"91.88"	"35.12"	"16.25"	"6.88"	"1.62"	"272.62"	"17.62"	"0.38"	"94.75"	12	"1.25"
"smallMol_553"	"941.12"	"632.71"	17899	21551	"1633.62"	"1104.75"	"650.5"	"297.62"	"157.25"	"78.38"	"33.88"	45901	"149.12"	"116.75"	"100.88"	"45.25"	"30.75"	29	"0.06"	"0.1"	"0.15"	"0.23"	"0.3"	"0.4"	"0.45"	"0.72"	21217	27395	39873	"0.47"	"0.25"	"0.12"	"0.05"	39943	20637	30834	31778	15097	40154	"248.62"	126	"63.75"	"39.88"	"25.38"	"18.25"	39945	14124	"37.25"	13	13940	39950	7	"0.38"	"16.39"	"29.38"	"67.42"	"100.19"	"137.28"	"145.07"	"177.69"	"187.79"	39997	19025	47150	39999	44562	39849	17199	35431	29646	"0.63"	1307	"672.25"	"279.38"	"94.75"	"35.88"	22951	39936	"326.62"	"432.5"	"371.12"	"202.88"	"121.38"	"66.75"	"30.38"	39941	"16.62"	32295	13940	39934	"0.62"	"1853.5"	1126	"572.5"	"166.5"	"60.88"	"23.88"	32325	13912	"-219.88"	"-21.25"	78	"131.12"	"96.38"	"54.5"	26	32295	"45.04"	"17.29"	41275	"0.29"	"0.32"	"429.52"	1350	721	"336.38"	"108.62"	"40.38"	"9.75"	"1.5"	"0.12"	"1459.25"	"813.75"	"400.12"	"98.5"	"36.25"	"10.5"	"1.5"	0	"121.12"	"5.62"	0	"101.25"	"8.88"	0
"smallMol_554"	"771.38"	"507.63"	18994	14246	"1008.5"	447	"196.12"	"77.5"	"43.25"	"23.62"	39944	13912	"107.88"	"66.75"	45717	"27.88"	"15.38"	0	"0.03"	"0.08"	"0.2"	"0.36"	"0.46"	"0.56"	"0.59"	"0.7"	36161	"0.88"	"0.39"	"0.15"	"0.09"	"0.05"	"0.02"	35947	16224	20090	29037	39909	14093	"320.25"	"146.38"	64	39963	"16.38"	39945	39942	14032	"31.62"	"22.75"	45809	32356	22767	22647	39982	"38.16"	"51.4"	"71.99"	"101.41"	"124.52"	"142.61"	"194.35"	44256	42795	24504	"0.71"	35217	23163	"0.68"	"0.77"	24929	27760	"801.38"	"203.88"	22981	0	0	0	0	"207.12"	"243.12"	"183.5"	"77.5"	"43.25"	"23.62"	39944	13912	32234	45658	"0.38"	0	0	"1307.25"	"653.5"	"205.12"	40160	0	0	0	0	"-298.75"	"-206.5"	-9	"64.38"	"43.25"	"23.62"	39944	13912	"37.76"	31503	21186	"0.35"	26390	"309.45"	4439	"3568.75"	"2703.88"	"1539.88"	"884.88"	461	"174.62"	32	"4498.12"	"3414.88"	2351	"1162.62"	"578.62"	"273.5"	"90.62"	"15.12"	"1518.88"	"427.12"	"62.5"	"1092.12"	"236.75"	"19.88"
"smallMol_555"	"725.12"	480	18629	13150	"1333.88"	"914.12"	"538.38"	257	"142.5"	"77.75"	35	32264	"142.38"	"124.38"	"112.88"	41	"38.62"	"37.88"	"0.06"	"0.09"	"0.13"	"0.22"	"0.29"	"0.36"	"0.48"	"0.78"	28522	40057	40148	"0.54"	"0.3"	"0.16"	"0.07"	18810	39910	18019	19176	40124	31625	"181.5"	79	40174	"18.88"	40159	22890	45809	45748	27576	27576	39940	39938	45717	32143	5	12267	"18.35"	"26.85"	"48.51"	"56.33"	"70.96"	"93.82"	39996	39935	24108	47150	40154	28672	45778	40151	40057	40057	"1042.25"	453	"160.88"	"47.88"	"17.62"	45778	"0.38"	"291.62"	"461.12"	"377.5"	"209.12"	"124.88"	"72.5"	"34.62"	32264	16	39940	32174	"0.75"	"0.5"	"1549.62"	885	"420.38"	"114.62"	"43.88"	"15.88"	45778	"0.88"	"-215.75"	40176	118	"142.38"	"98.62"	"61.88"	"29.75"	5	"39.5"	46357	1	"0.41"	17899	"627.94"	"4756.25"	"3362.12"	"2293.5"	1217	686	"358.62"	"140.5"	"19.88"	4857	"3243.12"	"2012.62"	"904.12"	"442.75"	"210.62"	"70.38"	"11.38"	"1393.62"	423	"87.5"	"780.62"	"173.25"	16
